@relation 'AirQualityUCI_Weka-weka.filters.unsupervised.attribute.Add-NTEST-Clast-W1.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3,5,7,9-11,13'

@attribute DateTime date 'yyyy-MM-dd HH:mm:ss'
@attribute CO(GT) numeric
@attribute C6H6(GT) numeric
@attribute NOx(GT) numeric
@attribute NO2(GT) numeric
@attribute RH numeric

@data
'2005-01-14 22:00:00',1.7,6.2,235,126,69.7
'2005-01-14 23:00:00',1.6,6.7,198,113,74.4
'2005-01-15 00:00:00',2.3,7.5,293,129,74.9
'2005-01-15 01:00:00',2.4,7.5,356,128,80.1
'2005-01-15 02:00:00',2,6.2,285,122,79.4
'2005-01-15 03:00:00',1.6,5.1,246.896735,113.091251,82.6
'2005-01-15 04:00:00',2.15275,4.8,266,115,86.6
'2005-01-15 05:00:00',1.1,3.1,158,92,81.4
'2005-01-15 06:00:00',1,2.8,95,70,77
'2005-01-15 07:00:00',1.3,4.3,148,83,80.8
'2005-01-15 08:00:00',1.9,9.7,337,127,80.3
'2005-01-15 09:00:00',2.6,10.9,453,142,78.5
'2005-01-15 10:00:00',2.7,10.6,497,155,76.6
'2005-01-15 11:00:00',2.4,10,448,153,72.3
'2005-01-15 12:00:00',2.7,11.6,496,177,64.4
'2005-01-15 13:00:00',3.1,15.6,535,179,60.8
'2005-01-15 14:00:00',4.4,18.1,644,212,55.3
'2005-01-15 15:00:00',3.2,12.3,459,182,46.3
'2005-01-15 16:00:00',2.9,11.4,409,168,47
'2005-01-15 17:00:00',3,15.2,515,179,55.1
'2005-01-15 18:00:00',3.7,17.4,640,182,66.3
'2005-01-15 19:00:00',5.2,20.8,816,194,69.9
'2005-01-15 20:00:00',3.3,12.8,505,166,65.3
'2005-01-15 21:00:00',3.6,14.7,560,168,67.6
'2005-01-15 22:00:00',2.3,8.3,389,148,66.4
'2005-01-15 23:00:00',3,11.1,492,151,70
'2005-01-16 00:00:00',3.8,13.6,531,165,67.8
'2005-01-16 01:00:00',3.2,9.8,487,165,67.1
'2005-01-16 02:00:00',2.1,7.6,293,128,65.5
'2005-01-16 03:00:00',1.7,6,246.896735,113.091251,69.5
'2005-01-16 04:00:00',1.7,5.9,219,115,68.9
'2005-01-16 05:00:00',1.4,4.2,198,120,62.7
'2005-01-16 06:00:00',1.2,4.5,166,106,62.3
'2005-01-16 07:00:00',1.4,5.4,255,118,67.1
'2005-01-16 08:00:00',1.4,4.8,312,156,54.5
'2005-01-16 09:00:00',1.7,6.3,236,130,50.3
'2005-01-16 10:00:00',1,2.6,172,112,39.5
'2005-01-16 11:00:00',1,2.6,138,96,34.4
'2005-01-16 12:00:00',0.8,2.2,121,89,33.4
'2005-01-16 13:00:00',1,3,143,98,30.8
'2005-01-16 14:00:00',0.8,1.9,114,85,32
'2005-01-16 15:00:00',0.7,2,107,80,32.5
'2005-01-16 16:00:00',1.1,2.8,176,112,33
'2005-01-16 17:00:00',1.1,3.3,180,121,35
'2005-01-16 18:00:00',1.2,3.4,212,132,40.9
'2005-01-16 19:00:00',2,7.1,331,160,38.5
'2005-01-16 20:00:00',2.2,7.4,369,167,37.9
'2005-01-16 21:00:00',1.5,4.3,274,157,39
'2005-01-16 22:00:00',1.2,3.9,199,130,41.5
'2005-01-16 23:00:00',1.5,5.2,248,145,42.6
'2005-01-17 00:00:00',1.4,3.8,197,133,44.2
'2005-01-17 01:00:00',1.2,3.5,147,110,46
'2005-01-17 02:00:00',1,2.9,135,100,53.1
'2005-01-17 03:00:00',0.6,1.4,246.896735,113.091251,54.3
'2005-01-17 04:00:00',0.7,1.1,95,79,55.8
'2005-01-17 05:00:00',0.5,1,94,79,58.6
'2005-01-17 06:00:00',0.7,1.6,121,90,56
'2005-01-17 07:00:00',1,3.2,131,95,55.4
'2005-01-17 08:00:00',3,15.9,552,169,63.3
'2005-01-17 09:00:00',4.1,18,614,199,60.2
'2005-01-17 10:00:00',3.1,14.7,530,186,52.1
'2005-01-17 11:00:00',3.8,15.1,721,208,40.5
'2005-01-17 12:00:00',2.7,13.4,474,178,34.7
'2005-01-17 13:00:00',3.1,14.5,514,176,33.3
'2005-01-17 14:00:00',3.1,14.7,504,177,32.6
'2005-01-17 15:00:00',3.2,17,508,182,28.3
'2005-01-17 16:00:00',3.3,15.3,529,182,24.5
'2005-01-17 17:00:00',4,21.2,676,193,28.7
'2005-01-17 18:00:00',8.6,43,1216,272,39.3
'2005-01-17 19:00:00',8.7,37.2,1230,225,48.1
'2005-01-17 20:00:00',3.6,16.7,582,181,50.6
'2005-01-17 21:00:00',3,13.4,460,172,53.3
'2005-01-17 22:00:00',1.9,8.7,340,153,55
'2005-01-17 23:00:00',1.9,7.4,298,143,58.1
'2005-01-18 00:00:00',1.6,6.7,300,142,60.9
'2005-01-18 01:00:00',1.4,5,223,131,60.2
'2005-01-18 02:00:00',1,3.4,151,105,58.8
'2005-01-18 03:00:00',0.7,2.4,246.896735,113.091251,57.7
'2005-01-18 04:00:00',2.15275,2.1,108,83,53.8
'2005-01-18 05:00:00',0.8,2.5,125,87,59.7
'2005-01-18 06:00:00',0.9,3.5,181,106,57.1
'2005-01-18 07:00:00',1.5,6.9,341,140,58.5
'2005-01-18 08:00:00',3.1,16.8,552,167,57.3
'2005-01-18 09:00:00',5.1,20.3,839,175,56.8
'2005-01-18 10:00:00',5.8,25,1049,235,52.9
'2005-01-18 11:00:00',3.8,17.2,796,196,54.9
'2005-01-18 12:00:00',4.4,21.4,999,211,64.3
'2005-01-18 13:00:00',4.9,25.1,1022,234,66.1
'2005-01-18 14:00:00',5.2,28,1023,240,69.3
'2005-01-18 15:00:00',4.6,26.1,1065,243,75.5
'2005-01-18 16:00:00',4.8,24.7,1098,224,76.2
'2005-01-18 17:00:00',4.9,24.5,1099,240,77.4
'2005-01-18 18:00:00',4.9,27.7,939,215,79.6
'2005-01-18 19:00:00',5.5,26,875,216,83
'2005-01-18 20:00:00',4.2,21.7,745,184,82.9
'2005-01-18 21:00:00',1.5,6,339,152,74
'2005-01-18 22:00:00',0.1,3.3,135,104,71.8
'2005-01-18 23:00:00',0.2,4.9,167,104,81.9
'2005-01-19 00:00:00',0.9,6.6,232,124,83.8
'2005-01-19 01:00:00',1,6.7,273,127,81
'2005-01-19 02:00:00',0.4,4.4,165,109,79.8
'2005-01-19 03:00:00',2.15275,1.5,246.896735,113.091251,76.4
'2005-01-19 04:00:00',2.15275,1.1,75,73,75.7
'2005-01-19 05:00:00',2.15275,0.9,53,52,78.9
'2005-01-19 06:00:00',2.15275,1.2,72,57,75
'2005-01-19 07:00:00',0.1,2.5,130,89,69.5
'2005-01-19 08:00:00',0.7,7.6,265,128,64.9
'2005-01-19 09:00:00',1.2,7.3,314,152,65.4
'2005-01-19 10:00:00',0.2,3.7,194,128,67.4
'2005-01-19 11:00:00',2.15275,2.5,180,124,75.9
'2005-01-19 12:00:00',2.15275,2.7,181,117,73
'2005-01-19 13:00:00',0.3,4.6,193,110,63.3
'2005-01-19 14:00:00',0.6,6.7,263,128,55
'2005-01-19 15:00:00',0.2,4.3,176,114,53.6
'2005-01-19 16:00:00',0.2,4.3,168,110,55
'2005-01-19 17:00:00',0.7,4.1,170,112,55.1
'2005-01-19 18:00:00',1.8,7.6,234,130,54.4
'2005-01-19 19:00:00',2.2,7,256,135,53.6
'2005-01-19 20:00:00',2.3,9.6,257,141,50.4
'2005-01-19 21:00:00',2.6,7.8,317,141,49.8
'2005-01-19 22:00:00',1.1,2.4,135,95,52.1
'2005-01-19 23:00:00',1.2,3.9,159,97,50.9
'2005-01-20 00:00:00',1.8,4.1,186,112,51.1
'2005-01-20 01:00:00',1.1,2.5,102,74,51.5
'2005-01-20 02:00:00',0.9,1.3,75,62,51.9
'2005-01-20 03:00:00',0.7,1.2,246.896735,113.091251,53.1
'2005-01-20 04:00:00',0.6,0.7,41,40,54.2
'2005-01-20 05:00:00',0.6,0.9,50,45,56
'2005-01-20 06:00:00',0.9,2.9,189,93,57.6
'2005-01-20 07:00:00',1,2.7,182,104,55.3
'2005-01-20 08:00:00',3.4,14.4,636,162,56.3
'2005-01-20 09:00:00',4.2,17.2,704,169,53.5
'2005-01-20 10:00:00',4.4,17.4,854,190,50.5
'2005-01-20 11:00:00',2.9,11.5,652,170,37.1
'2005-01-20 12:00:00',2.6,11.9,529,151,32.3
'2005-01-20 13:00:00',2.6,12.6,438,150,28.9
'2005-01-20 14:00:00',3,14.3,438,154,25.4
'2005-01-20 15:00:00',2.3,10.3,378,140,20.8
'2005-01-20 16:00:00',3,14.5,482,167,23.5
'2005-01-20 17:00:00',4.5,21.9,709,204,28.1
'2005-01-20 18:00:00',6,28.5,796,210,37.5
'2005-01-20 19:00:00',4.3,21.2,605,182,42.3
'2005-01-20 20:00:00',3.4,16,472,165,44
'2005-01-20 21:00:00',2.8,13,411,150,48.3
'2005-01-20 22:00:00',2.1,7,264,132,49.9
'2005-01-20 23:00:00',1.7,6.4,217,120,52.8
'2005-01-21 00:00:00',1.8,5.8,211,119,52.2
'2005-01-21 01:00:00',1.6,5.6,179,110,56.4
'2005-01-21 02:00:00',1.4,4.5,135,94,57.4
'2005-01-21 03:00:00',1.3,4.6,246.896735,113.091251,62.1
'2005-01-21 04:00:00',2.15275,5.9,221,101,65.9
'2005-01-21 05:00:00',1.3,6.6,284,117,66.5
'2005-01-21 06:00:00',1.6,9.2,357,121,65.8
'2005-01-21 07:00:00',2.4,12.2,469,138,63.9
'2005-01-21 08:00:00',4.5,22.6,766,174,62.2
'2005-01-21 09:00:00',5.7,29,875,179,60
'2005-01-21 10:00:00',4.3,19.4,800,175,58.5
'2005-01-21 11:00:00',4.2,20.5,815,183,54.5
'2005-01-21 12:00:00',4.5,22.5,841,189,53.1
'2005-01-21 13:00:00',5,24,827,198,51.4
'2005-01-21 14:00:00',2.9,13.9,402,142,46.9
'2005-01-21 15:00:00',3,16.8,415,139,48
'2005-01-21 16:00:00',3.3,20.2,435,99,51.5
'2005-01-21 17:00:00',1.4,16.4,570,135,51.2
'2005-01-21 18:00:00',2.3,18,530,223,55.3
'2005-01-21 19:00:00',1.6,20.3,617,194,56.5
'2005-01-21 20:00:00',4.9,38.1,983,244,64.4
'2005-01-21 21:00:00',6.4,35.7,1200,243,69.1
'2005-01-21 22:00:00',3.5,21.8,1028,230,71
'2005-01-21 23:00:00',1.7,18.2,797,207,73.8
'2005-01-22 00:00:00',2.6,20.1,977,223,76.8
'2005-01-22 01:00:00',1.6,14.4,811,216,76.7
'2005-01-22 02:00:00',1.5,15.1,757,198,77.3
'2005-01-22 03:00:00',0.9,13.1,246.896735,113.091251,78.7
'2005-01-22 04:00:00',0.5,11.5,388,126,77.8
'2005-01-22 05:00:00',0.9,13.7,497,144,80.5
'2005-01-22 06:00:00',0.4,11.6,582,183,81.4
'2005-01-22 07:00:00',0.5,13.2,574,193,80.4
'2005-01-22 08:00:00',0.8,15.6,588,196,78.8
'2005-01-22 09:00:00',1.4,16.9,645,208,76.9
'2005-01-22 10:00:00',1.6,18.5,643,217,67.7
'2005-01-22 11:00:00',1.5,16.6,628,246,59.8
'2005-01-22 12:00:00',1,15,547,204,52
'2005-01-22 13:00:00',1,15,461,192,50.2
'2005-01-22 14:00:00',1.3,16.9,455,186,49.9
'2005-01-22 15:00:00',0.1,7,244,133,33.8
'2005-01-22 16:00:00',2.15275,5.9,202,126,29.3
'2005-01-22 17:00:00',2.15275,7.1,256,138,25.7
'2005-01-22 18:00:00',0.1,8.6,310,148,27.2
'2005-01-22 19:00:00',0.4,12.2,391,167,28.7
'2005-01-22 20:00:00',0.7,12.6,444,175,25.7
'2005-01-22 21:00:00',2.7,21.1,794,224,31.9
'2005-01-22 22:00:00',2.1,16.9,716,215,36.5
'2005-01-22 23:00:00',1.3,15.1,565,196,36.8
'2005-01-23 00:00:00',0.8,10.1,451,195,36
'2005-01-23 01:00:00',2.15275,7.5,313,181,39.9
'2005-01-23 02:00:00',2.15275,7.6,241,150,44.3
'2005-01-23 03:00:00',2.15275,5.9,246.896735,113.091251,46.6
'2005-01-23 04:00:00',2.15275,5.5,224,139,50.8
'2005-01-23 05:00:00',2.15275,2.3,82,74,45.1
'2005-01-23 06:00:00',2.15275,2,89,73,53.3
'2005-01-23 07:00:00',2.15275,1.6,93,77,51
'2005-01-23 08:00:00',2.15275,2.1,134,98,54.1
'2005-01-23 09:00:00',2.15275,4.4,189,121,53.5
'2005-01-23 10:00:00',2.15275,6.4,292,162,47.5
'2005-01-23 11:00:00',2.15275,7.3,326,178,43.4
'2005-01-23 12:00:00',2.15275,8.7,397,206,42.8
'2005-01-23 13:00:00',2.15275,9.2,371,191,41.6
'2005-01-23 14:00:00',2.15275,7.9,305,175,41.2
'2005-01-23 15:00:00',2.15275,9,328,169,41.3
'2005-01-23 16:00:00',2.15275,7,281,180,49.1
'2005-01-23 17:00:00',2.15275,3.7,168,124,66
'2005-01-23 18:00:00',2.15275,4.3,183,130,75.1
'2005-01-23 19:00:00',2.15275,6.8,217,141,77.6
'2005-01-23 20:00:00',2.15275,8.7,245,157,78.2
'2005-01-23 21:00:00',2.15275,4.7,154,123,68.1
'2005-01-23 22:00:00',2.15275,3.5,141,104,74.4
'2005-01-23 23:00:00',2.15275,5.4,210,134,72.3
'2005-01-24 00:00:00',2.15275,4.4,140,105,72.7
'2005-01-24 01:00:00',2.15275,6,191,121,76.5
'2005-01-24 02:00:00',0.1,7.6,248,136,80.4
'2005-01-24 03:00:00',2.15275,1.9,246.896735,113.091251,59
'2005-01-24 04:00:00',2.15275,1,50,48,59.5
'2005-01-24 05:00:00',0.3,0.6,43,40,51.3
'2005-01-24 06:00:00',0.5,1.2,86,67,47.2
'2005-01-24 07:00:00',0.6,2.9,152,104,47.9
'2005-01-24 08:00:00',1.8,11.1,341,169,49.8
'2005-01-24 09:00:00',2,9.7,355,203,52.8
'2005-01-24 10:00:00',1.4,5.7,327,183,46.7
'2005-01-24 11:00:00',0.6,5.4,240,151,40.6
'2005-01-24 12:00:00',0.5,5.1,217,138,35.4
'2005-01-24 13:00:00',0.7,5.8,191,127,37.2
'2005-01-24 14:00:00',0.7,5.6,246.896735,113.091251,34.9
'2005-01-24 15:00:00',1.1,8,256,148,33.1
'2005-01-24 16:00:00',1.3,7.1,287,172,34.2
'2005-01-24 17:00:00',1,7.6,278,163,38.1
'2005-01-24 18:00:00',1.5,10.4,302,180,39.7
'2005-01-24 19:00:00',1.5,8.9,259,169,42.2
'2005-01-24 20:00:00',1.2,7.3,221,152,42.5
'2005-01-24 21:00:00',0.3,3.6,142,107,43.2
'2005-01-24 22:00:00',2.15275,1.7,93,75,41.7
'2005-01-24 23:00:00',2.15275,1.5,71,58,42.6
'2005-01-25 00:00:00',2.15275,1,66,57,41.8
'2005-01-25 01:00:00',2.15275,0.6,49,44,41.5
'2005-01-25 02:00:00',2.15275,0.4,29,29,42.4
'2005-01-25 03:00:00',2.15275,0.3,246.896735,113.091251,52
'2005-01-25 04:00:00',2.15275,0.2,19,19,51.6
'2005-01-25 05:00:00',2.15275,0.2,20,20,56.3
'2005-01-25 06:00:00',2.15275,0.1,39,35,58.1
'2005-01-25 07:00:00',2.15275,0.4,77,60,47.3
'2005-01-25 08:00:00',0.2,2.9,180,115,45.9
'2005-01-25 09:00:00',0.7,5.4,243,157,50.1
'2005-01-25 10:00:00',0.5,5.1,236,147,62.7
'2005-01-25 11:00:00',0.4,3.8,297,188,51.4
'2005-01-25 12:00:00',0.3,3.9,235,126,44.1
'2005-01-25 13:00:00',0.3,3.6,186,114,44.5
'2005-01-25 14:00:00',0.4,4.2,196,123,48.6
'2005-01-25 15:00:00',0.2,3.6,167,107,51
'2005-01-25 16:00:00',0.4,3.6,211,121,50.1
'2005-01-25 17:00:00',0.4,3.9,194,118,50.4
'2005-01-25 18:00:00',0.7,4.9,206,134,56.4
'2005-01-25 19:00:00',1,5.8,211,142,56.7
'2005-01-25 20:00:00',1.1,6.1,197,133,57
'2005-01-25 21:00:00',0.3,2.8,139,106,60.3
'2005-01-25 22:00:00',0.1,2.4,113,87,52.5
'2005-01-25 23:00:00',2.15275,1.5,81,67,50.6
'2005-01-26 00:00:00',2.15275,1.1,63,55,47.7
'2005-01-26 01:00:00',2.15275,0.9,55,49,47.8
'2005-01-26 02:00:00',2.15275,0.4,31,30,50.9
'2005-01-26 03:00:00',2.15275,0.3,246.896735,113.091251,57.7
'2005-01-26 04:00:00',2.15275,0.2,20,20,52.8
'2005-01-26 05:00:00',2.15275,0.1,17,17,53.9
'2005-01-26 06:00:00',2.15275,0.5,42,35,54.4
'2005-01-26 07:00:00',2.15275,0.9,90,71,49
'2005-01-26 08:00:00',0.3,3.3,227,136,50.2
'2005-01-26 09:00:00',0.6,4.4,250,163,47.5
'2005-01-26 10:00:00',0.3,2.8,219,143,49.4
'2005-01-26 11:00:00',0.1,3.2,211,134,48.4
'2005-01-26 12:00:00',0.1,2.7,189,130,50
'2005-01-26 13:00:00',0.2,3.5,180,122,49.7
'2005-01-26 14:00:00',0.5,4.8,197,129,45.3
'2005-01-26 15:00:00',0.3,3.4,198,132,42.4
'2005-01-26 16:00:00',0.3,4.2,203,133,43.1
'2005-01-26 17:00:00',0.3,4.2,188,126,49.7
'2005-01-26 18:00:00',1,8.5,294,177,43
'2005-01-26 19:00:00',1.4,9.2,302,185,44.4
'2005-01-26 20:00:00',1.4,7.6,261,169,47.9
'2005-01-26 21:00:00',1.1,6.2,232,151,50.8
'2005-01-26 22:00:00',0.4,2.9,154,114,54.8
'2005-01-26 23:00:00',0.2,2.5,120,90,56.8
'2005-01-27 00:00:00',0.2,2.6,117,87,46.8
'2005-01-27 01:00:00',0.2,2.2,108,83,42
'2005-01-27 02:00:00',0.2,2.5,97,74,42.1
'2005-01-27 03:00:00',2.15275,0.8,246.896735,113.091251,39.7
'2005-01-27 04:00:00',2.15275,0.3,28,28,42.2
'2005-01-27 05:00:00',0.4,0.3,27,26,45.9
'2005-01-27 06:00:00',0.5,0.7,81,61,42.5
'2005-01-27 07:00:00',0.7,1.4,129,91,38.1
'2005-01-27 08:00:00',1.9,6.6,336,184,39.4
'2005-01-27 09:00:00',2.4,8.4,335,204,41.9
'2005-01-27 10:00:00',2,5.5,318,185,40.2
'2005-01-27 11:00:00',1.3,3.5,201,125,38.4
'2005-01-27 12:00:00',1,3,166,104,40.2
'2005-01-27 13:00:00',1.2,4.1,192,115,41.2
'2005-01-27 14:00:00',1.5,4.7,198,126,36.8
'2005-01-27 15:00:00',1.3,4.5,198,125,35
'2005-01-27 16:00:00',1.5,4.7,223,139,33.5
'2005-01-27 17:00:00',1.5,5.1,224,142,32.4
'2005-01-27 18:00:00',2.1,7.7,266,170,33.9
'2005-01-27 19:00:00',2.6,10.3,326,195,36.1
'2005-01-27 20:00:00',3,11.5,343,202,38.3
'2005-01-27 21:00:00',2,6,243,168,39.9
'2005-01-27 22:00:00',1.4,3.6,177,128,41.1
'2005-01-27 23:00:00',1.3,4.3,155,115,43.1
'2005-01-28 00:00:00',1.2,3.4,143,111,46
'2005-01-28 01:00:00',1.1,2.4,124,97,47.4
'2005-01-28 02:00:00',0.9,2,94,77,49.1
'2005-01-28 03:00:00',0.8,1.4,246.896735,113.091251,48
'2005-01-28 04:00:00',0.6,1.2,56,51,48
'2005-01-28 05:00:00',0.5,0.9,58,49,47.8
'2005-01-28 06:00:00',0.6,1.6,105,79,48.1
'2005-01-28 07:00:00',0.7,1.7,122,92,47.4
'2005-01-28 08:00:00',1.6,6.2,274,167,48.7
'2005-01-28 09:00:00',2.2,8.2,342,206,49.8
'2005-01-28 10:00:00',1.8,6.4,296,184,48.4
'2005-01-28 11:00:00',1.5,5.9,279,176,49.7
'2005-01-28 12:00:00',1.8,5.7,325,191,49.6
'2005-01-28 13:00:00',1.4,5.3,222,147,48.4
'2005-01-28 14:00:00',2.1,7.3,279,174,47.2
'2005-01-28 15:00:00',1.6,5.1,248,167,49.5
'2005-01-28 16:00:00',1.3,3.9,193,138,50.7
'2005-01-28 17:00:00',1.9,10.083105,256,164,49.234201
'2005-01-28 18:00:00',2.4,10.083105,288,190,49.234201
'2005-01-28 19:00:00',3,10.083105,300,198,49.234201
'2005-01-28 20:00:00',1.9,10.083105,224,155,49.234201
'2005-01-28 21:00:00',1.8,10.083105,219,153,49.234201
'2005-01-28 22:00:00',1.1,10.083105,145,110,49.234201
'2005-01-28 23:00:00',1.1,10.083105,115,91,49.234201
'2005-01-29 00:00:00',1.1,10.083105,136,105,49.234201
'2005-01-29 01:00:00',1,10.083105,107,85,49.234201
'2005-01-29 02:00:00',0.7,0.8,70,60,49.7
'2005-01-29 03:00:00',0.6,0.6,246.896735,113.091251,52.9
'2005-01-29 04:00:00',0.5,0.5,37,34,53.8
'2005-01-29 05:00:00',0.5,0.5,33,31,54.7
'2005-01-29 06:00:00',0.4,0.6,43,37,52.3
'2005-01-29 07:00:00',0.5,0.9,73,58,51
'2005-01-29 08:00:00',0.8,2,125,92,53.1
'2005-01-29 09:00:00',1.1,2.8,154,110,54.1
'2005-01-29 10:00:00',1.1,2.8,140,101,51
'2005-01-29 11:00:00',1.1,3,150,96,48.7
'2005-01-29 12:00:00',1.1,2.4,139,102,45.8
'2005-01-29 13:00:00',1.1,2.5,135,96,48.1
'2005-01-29 14:00:00',1.2,3,152,102,46.6
'2005-01-29 15:00:00',1,2.2,121,88,45.8
'2005-01-29 16:00:00',1.2,2.6,122,87,43.7
'2005-01-29 17:00:00',1.3,3.4,167,115,44.9
'2005-01-29 18:00:00',1.4,3,165,118,46.8
'2005-01-29 19:00:00',1.3,3.1,190,134,48.1
'2005-01-29 20:00:00',1.4,3.4,176,125,49
'2005-01-29 21:00:00',1.5,2.9,196,140,47.4
'2005-01-29 22:00:00',1,1.7,103,83,49
'2005-01-29 23:00:00',1,1.6,91,73,49.1
'2005-01-30 00:00:00',1.1,2.3,119,92,49.7
'2005-01-30 01:00:00',1.3,2.2,147,109,46.5
'2005-01-30 02:00:00',1,1.7,101,82,46.9
'2005-01-30 03:00:00',1.1,2.2,246.896735,113.091251,45.2
'2005-01-30 04:00:00',2.15275,1.8,102,83,44.8
'2005-01-30 05:00:00',0.6,0.6,55,50,44.4
'2005-01-30 06:00:00',0.5,0.6,51,44,43.4
'2005-01-30 07:00:00',0.4,0.4,53,49,43.8
'2005-01-30 08:00:00',0.5,0.7,74,62,43.2
'2005-01-30 09:00:00',0.7,1.2,113,85,42.3
'2005-01-30 10:00:00',0.8,1.4,107,82,39
'2005-01-30 11:00:00',0.8,2,101,77,37.5
'2005-01-30 12:00:00',1,2,129,92,34.2
'2005-01-30 13:00:00',0.9,1.6,126,95,35.6
'2005-01-30 14:00:00',0.9,1.6,132,95,30.1
'2005-01-30 15:00:00',0.9,1.8,101,76,27.9
'2005-01-30 16:00:00',1,1.8,128,95,25.9
'2005-01-30 17:00:00',1,2.6,170,118,28.3
'2005-01-30 18:00:00',1.1,2,174,123,28.8
'2005-01-30 19:00:00',1.2,2.8,215,140,30.1
'2005-01-30 20:00:00',1.6,3.9,248,163,31.1
'2005-01-30 21:00:00',1.7,4.1,247,164,33.8
'2005-01-30 22:00:00',1.1,2.4,154,120,36.6
'2005-01-30 23:00:00',1.3,3.5,186,130,39
'2005-01-31 00:00:00',1.7,4.6,231,145,42.8
'2005-01-31 01:00:00',1.5,3,174,126,38.9
'2005-01-31 02:00:00',0.8,1,68,61,36.4
'2005-01-31 03:00:00',0.5,0.5,246.896735,113.091251,36.4
'2005-01-31 04:00:00',0.4,0.4,39,37,37.7
'2005-01-31 05:00:00',0.4,0.3,39,37,38.9
'2005-01-31 06:00:00',0.4,0.6,54,50,37.5
'2005-01-31 07:00:00',0.7,1.4,158,109,35.2
'2005-01-31 08:00:00',1.8,7.1,350,198,33.9
'2005-01-31 09:00:00',2.15275,14,246.896735,113.091251,38.8
'2005-01-31 10:00:00',3.5,15.1,584,283,34.4
'2005-01-31 11:00:00',2.8,12.5,478,256,22.4
'2005-01-31 12:00:00',3.1,12.8,563,261,18.6
'2005-01-31 13:00:00',2.5,11.9,414,181,17.2
'2005-01-31 14:00:00',2.7,11.7,398,194,17.3
'2005-01-31 15:00:00',2.9,14.7,451,214,18.7
'2005-01-31 16:00:00',3.2,15.7,503,204,18.2
'2005-01-31 17:00:00',4.1,21.1,640,228,20.3
'2005-01-31 18:00:00',6.1,27.4,843,270,24.7
'2005-01-31 19:00:00',6.8,30.8,954,285,29.8
'2005-01-31 20:00:00',6.8,29.2,984,282,36.8
'2005-01-31 21:00:00',3.7,15,586,235,39.4
'2005-01-31 22:00:00',2.1,7.1,360,208,43.5
'2005-01-31 23:00:00',1.4,5.4,231,161,45.6
'2005-02-01 00:00:00',1.3,4.8,200,146,49.4
'2005-02-01 01:00:00',1.1,3.8,153,123,50.1
'2005-02-01 02:00:00',1,3.5,135,109,51.5
'2005-02-01 03:00:00',0.9,3.3,246.896735,113.091251,57.5
'2005-02-01 04:00:00',0.8,3.6,196,115,64.8
'2005-02-01 05:00:00',0.9,3.8,208,114,68.9
'2005-02-01 06:00:00',1.1,4.2,241,122,64.9
'2005-02-01 07:00:00',1.6,7.7,417,149,65.3
'2005-02-01 08:00:00',3.7,20,896,187,64
'2005-02-01 09:00:00',4.8,22.1,966,198,61.7
'2005-02-01 10:00:00',4.1,17.2,878,196,58.8
'2005-02-01 11:00:00',4.5,21.4,985,218,54.1
'2005-02-01 12:00:00',4.5,19.8,1017,227,50.8
'2005-02-01 13:00:00',3.7,18.8,683,181,47.2
'2005-02-01 14:00:00',4.2,18.8,660,179,44.4
'2005-02-01 15:00:00',3.3,16.7,492,151,45.5
'2005-02-01 16:00:00',3.2,14.4,497,162,44.8
'2005-02-01 17:00:00',3.6,16.3,562,165,48.9
'2005-02-01 18:00:00',3.5,14.4,539,173,40.3
'2005-02-01 19:00:00',4.1,17,502,188,36.7
'2005-02-01 20:00:00',4,14.8,452,186,39.5
'2005-02-01 21:00:00',3.3,9.8,357,172,41.3
'2005-02-01 22:00:00',3,6.1,289,150,43.8
'2005-02-01 23:00:00',2.6,5.4,221,137,47.6
'2005-02-02 00:00:00',2.6,4.7,204,133,51.2
'2005-02-02 01:00:00',2.6,5.1,183,122,52.6
'2005-02-02 02:00:00',2.9,6.9,222,130,57.8
'2005-02-02 03:00:00',2.9,7.3,246.896735,113.091251,66.7
'2005-02-02 04:00:00',2.5,4.8,210,121,66.8
'2005-02-02 05:00:00',2,3.6,185,115,62.9
'2005-02-02 06:00:00',2.2,4.5,257,125,67.5
'2005-02-02 07:00:00',2.4,5.2,297,136,60.9
'2005-02-02 08:00:00',4,15.1,573,174,63.4
'2005-02-02 09:00:00',6.7,27.3,883,224,64.2
'2005-02-02 10:00:00',5.6,19.6,824,230,53.1
'2005-02-02 11:00:00',4.3,14.8,693,205,40.1
'2005-02-02 12:00:00',4,14.5,714,204,30
'2005-02-02 13:00:00',2.6,10.1,388,139,20.7
'2005-02-02 14:00:00',2.2,10.1,337,133,19.9
'2005-02-02 15:00:00',1.9,8.3,326,127,18.1
'2005-02-02 16:00:00',1.8,9,329,124,18
'2005-02-02 17:00:00',3.1,13.4,465,158,20.4
'2005-02-02 18:00:00',4.8,19.5,612,171,25.1
'2005-02-02 19:00:00',5.8,27.8,759,193,31.4
'2005-02-02 20:00:00',5.9,31.4,771,195,36.2
'2005-02-02 21:00:00',4.1,15.6,655,212,39.6
'2005-02-02 22:00:00',1.8,7,332,193,42
'2005-02-02 23:00:00',1.7,7.8,287,167,45.9
'2005-02-03 00:00:00',1.7,5.6,242,156,47.9
'2005-02-03 01:00:00',1.5,6,242,153,51.6
